Product_Price,Promotion,Product_Category,Store_Location,Shelf_Space,Competitor_Price,Season,Day_of_Week,Units_in_Inventory,Online_Sales,Week_of_Year,units_sold
11.38,0,Food,Urban,5.03,9.37,Summer,Sun,216,1,10,111
12.63,0,Food,Suburban,8.97,13.85,Spring,Tue,83,0,15,96
10.25,0,Food,Suburban,4.85,10.86,Fall,Sat,160,0,23,134
15.56,0,Food,Suburban,4.51,16.59,Spring,Thu,73,0,18,109
14.26,0,Housewares,Urban,12.17,14.51,Winter,Sun,94,1,52,130
13.24,1,Clothing,Suburban,6.38,11.38,Fall,Sun,104,0,29,215
11.69,0,Food,Rural,7.57,12.62,Fall,Thu,163,1,39,133
17.49,1,Clothing,Urban,5.68,16.91,Spring,Mon,108,1,34,271
11.35,0,Clothing,Urban,8.72,13.04,Spring,Sun,120,1,40,139
11.14,0,Housewares,Rural,6.5,8.55,Summer,Sun,71,0,14,112
16.21,0,Electronics,Urban,12.5,15.09,Summer,Sat,226,0,36,114
8.48,1,Food,Urban,10.13,9.94,Summer,Sat,100,1,15,197
11.27,1,Clothing,Suburban,10.39,12.65,Summer,Wed,106,0,15,213
8.33,0,Electronics,Suburban,3.96,9.13,Spring,Sun,101,1,23,111
13.32,0,Housewares,Rural,15.85,12.46,Spring,Thu,92,1,44,145
15.15,1,Food,Suburban,12.69,17.08,Fall,Fri,141,0,44,245
16.89,0,Food,Urban,8.5,16.99,Winter,Sat,130,0,7,95
13.45,0,Food,Urban,11.38,14.16,Winter,Sat,113,0,37,107
9.24,0,Clothing,Suburban,7.3,8.03,Fall,Sat,121,1,52,124
9.92,0,Clothing,Suburban,9.4,10.54,Summer,Wed,160,1,38,123
12.2,0,Clothing,Urban,6.46,12.96,Spring,Tue,92,0,37,106
15.01,0,Clothing,Suburban,8.77,14.56,Fall,Wed,108,1,50,125
19,0,Food,Urban,7.82,18.95,Fall,Mon,113,1,18,99
16.18,1,Clothing,Suburban,11.74,15.59,Fall,Sat,69,0,26,235
12.02,0,Clothing,Rural,11.74,12.83,Fall,Tue,107,0,27,104
7.94,0,Electronics,Suburban,6.96,6.66,Summer,Sun,70,0,16,103
7.6,0,Housewares,Urban,8.98,5.16,Spring,Wed,130,0,32,98
9.62,0,Electronics,Urban,9.85,10.61,Summer,Wed,106,1,27,128
11.59,0,Food,Rural,7.18,11.81,Summer,Wed,95,1,26,101
10.56,0,Housewares,Suburban,9.07,10.18,Spring,Sat,74,0,30,88
9.85,1,Housewares,Rural,4.55,9.01,Summer,Tue,142,0,10,190
10.11,0,Housewares,Urban,12.79,10.81,Summer,Fri,92,1,30,122
11.63,0,Electronics,Suburban,3.07,12.82,Fall,Mon,115,0,46,119
11.61,1,Housewares,Suburban,8.52,10.72,Fall,Tue,86,0,28,193
8.54,0,Clothing,Urban,3.88,6.65,Winter,Sun,186,1,19,112
14.88,1,Food,Urban,7.95,13.98,Fall,Fri,109,1,22,240
8.89,0,Clothing,Urban,4.46,5.7,Fall,Thu,99,1,42,124
8.98,0,Food,Urban,1.65,8.66,Spring,Wed,124,1,7,102
14.9,1,Housewares,Urban,11.52,13.57,Spring,Thu,111,1,2,257
18.13,1,Food,Urban,10.76,18.49,Spring,Thu,81,0,29,257
20.3,0,Electronics,Urban,3.86,19.35,Spring,Fri,165,0,1,79
12.78,1,Food,Urban,5.76,13.85,Summer,Sat,96,0,33,210
11.52,0,Electronics,Rural,10.66,9.36,Fall,Thu,128,0,39,104
8.36,0,Electronics,Suburban,6.41,8.1,Fall,Fri,110,1,15,114
12.86,0,Food,Urban,4.79,13.66,Summer,Mon,131,1,50,111
9.25,0,Housewares,Rural,2.89,9.64,Fall,Sun,144,0,22,105
11.32,0,Electronics,Urban,4.62,12.3,Summer,Fri,100,1,22,125
11.74,1,Food,Urban,12.53,12.69,Fall,Tue,160,1,34,232
12.88,0,Food,Suburban,8.11,13.4,Spring,Wed,152,0,7,113
8.77,0,Food,Suburban,4.3,7.87,Winter,Tue,131,0,15,87
14.88,0,Food,Urban,16.57,15.6,Fall,Fri,119,0,11,117
11.81,0,Food,Rural,3.72,12.11,Spring,Sat,77,0,51,115
19.4,1,Clothing,Suburban,5.91,19.36,Spring,Wed,105,1,16,264
16.27,0,Food,Suburban,9.12,15.7,Fall,Sat,112,0,6,103
16.53,1,Clothing,Rural,8.61,16.61,Summer,Thu,137,0,16,242
18.17,0,Housewares,Urban,7.51,18.76,Spring,Thu,109,0,17,104
14.87,0,Food,Urban,7.67,13.79,Fall,Thu,93,1,11,106
14.64,0,Clothing,Urban,6.07,14.15,Fall,Sun,126,0,14,120
11.86,1,Clothing,Urban,10.41,11.67,Spring,Sun,159,0,7,218
10.15,1,Food,Suburban,11.1,11.66,Summer,Mon,109,0,32,179
9.9,0,Food,Suburban,12.11,10.23,Winter,Tue,186,0,45,93
9.9,0,Electronics,Urban,14.06,10.04,Spring,Thu,116,0,30,123
9.76,0,Food,Urban,10.88,9.93,Winter,Sat,97,0,38,115
10.24,1,Clothing,Urban,5.5,10.02,Winter,Mon,120,0,30,217
7.66,1,Food,Urban,13.59,6.91,Fall,Fri,105,1,35,185
15.02,0,Electronics,Urban,13.16,17.67,Fall,Wed,136,1,42,134
15.93,1,Food,Urban,9.61,17.73,Summer,Mon,108,1,46,260
13.77,1,Food,Suburban,6.57,12.99,Spring,Fri,147,1,43,228
15.06,0,Clothing,Urban,3.3,15.57,Fall,Thu,119,0,51,110
11.84,0,Housewares,Suburban,6.2,11.27,Summer,Thu,81,1,31,102
9.27,1,Food,Urban,8.51,7.68,Fall,Sun,81,1,6,201
16.41,1,Electronics,Urban,5.57,16.44,Winter,Tue,98,0,3,259
12.16,0,Electronics,Suburban,7.88,13.34,Summer,Wed,180,0,22,124
15.63,1,Electronics,Suburban,14.93,14.6,Winter,Mon,132,0,16,232
14.6,1,Clothing,Rural,6.62,15.79,Summer,Sat,72,1,39,257
14.96,0,Food,Suburban,7.11,14.55,Summer,Sun,98,1,31,116
9.96,0,Food,Suburban,6.08,8.11,Summer,Wed,90,0,37,91
10.02,1,Electronics,Urban,13.54,9.6,Fall,Sat,120,0,23,220
9.73,1,Clothing,Rural,8.71,10.71,Fall,Fri,86,1,4,200
18.11,1,Food,Urban,10.58,18.2,Spring,Fri,50,1,31,258
10.04,0,Clothing,Suburban,9.49,12.67,Summer,Sun,89,0,29,116
15.58,0,Food,Suburban,3.86,14.57,Summer,Fri,206,0,31,98
18.08,0,Clothing,Urban,8.1,18.34,Spring,Tue,79,0,5,104
6.77,0,Electronics,Urban,10.48,5.53,Spring,Thu,95,1,34,112
10.36,0,Food,Urban,10.29,10.26,Fall,Mon,84,1,14,115
11.8,1,Electronics,Suburban,12.34,12.92,Fall,Fri,112,1,13,224
12.33,0,Housewares,Rural,4,12.06,Spring,Sat,250,0,34,116
8.42,0,Clothing,Suburban,3.01,9.03,Spring,Wed,84,0,37,119
12.14,0,Clothing,Urban,4.4,13.88,Fall,Fri,86,0,25,120
14.11,0,Food,Rural,12.73,13.56,Spring,Wed,104,0,27,107
15.71,0,Clothing,Rural,18.17,14.84,Fall,Thu,137,1,37,105
17.15,0,Housewares,Suburban,5.93,18.56,Summer,Wed,80,0,10,88
8.95,0,Clothing,Suburban,10.67,8.03,Summer,Wed,63,0,22,107
11.19,0,Clothing,Suburban,7.69,8.87,Spring,Tue,108,0,5,101
10.24,0,Food,Urban,3.14,9.93,Winter,Wed,116,0,14,101
5.62,0,Electronics,Suburban,7.85,3.79,Winter,Fri,140,1,45,99
11.04,0,Food,Suburban,5.84,11.06,Summer,Wed,93,1,32,117
13.24,0,Clothing,Suburban,6.2,13.13,Fall,Sun,200,0,15,129
17.2,0,Housewares,Urban,14.09,17.73,Winter,Fri,119,1,38,110
14.14,0,Food,Urban,7.82,16.92,Summer,Sat,117,1,33,137
9.85,0,Electronics,Urban,12.95,11.43,Fall,Sun,114,1,41,142
14.86,0,Food,Suburban,9.62,16.82,Summer,Mon,117,1,27,128
12.85,0,Food,Suburban,14.65,12.36,Summer,Mon,135,0,34,113
11.09,0,Clothing,Urban,9.39,9.47,Winter,Sun,94,0,25,116
7.31,0,Housewares,Rural,4.24,7.23,Summer,Sat,186,1,24,117
15.95,0,Housewares,Urban,16.24,18.41,Summer,Sun,149,1,43,131
14.49,0,Clothing,Urban,8.62,15.06,Spring,Fri,107,1,34,117
9.28,0,Food,Rural,8.47,9.68,Spring,Sun,135,1,3,101
14.26,0,Food,Suburban,9.64,11.25,Fall,Sat,120,1,49,118
10.48,0,Clothing,Suburban,6.09,10.88,Fall,Sun,117,0,12,106
12.67,0,Food,Urban,7.98,12.93,Spring,Tue,139,0,4,107
11.41,1,Clothing,Suburban,12.09,12.16,Winter,Tue,150,1,49,224
13.32,0,Food,Urban,8.49,12.72,Winter,Sun,115,1,26,121
9.07,0,Housewares,Urban,7.39,10.19,Winter,Sat,124,1,42,113
12.72,0,Food,Urban,4.49,12.62,Winter,Mon,104,0,31,104
9.67,1,Food,Suburban,12.29,9.79,Spring,Wed,71,1,50,199
12.12,0,Food,Urban,6.64,12.69,Fall,Thu,69,0,43,115
12.17,0,Food,Rural,7.49,12.81,Fall,Thu,105,0,24,111
9.6,1,Food,Rural,17.3,10.29,Summer,Sat,133,1,39,201
10.14,0,Food,Rural,11.82,11.5,Spring,Sat,148,0,3,111
16.44,0,Housewares,Suburban,12.4,16.71,Summer,Wed,133,1,51,129
17.02,0,Food,Suburban,7.32,17.57,Fall,Sat,136,0,38,105
14.64,0,Housewares,Urban,11.21,14.65,Summer,Wed,79,1,23,135
12.46,1,Food,Urban,10.42,12.02,Spring,Thu,138,1,40,215
18.39,0,Electronics,Rural,13.81,18.38,Spring,Wed,117,0,15,109
12.2,0,Housewares,Urban,9.28,12.51,Spring,Fri,114,1,46,126
14.93,0,Clothing,Suburban,5.27,13.91,Summer,Wed,156,0,43,108
9.18,0,Housewares,Urban,8.49,7.74,Fall,Sat,124,1,9,129
16.44,0,Clothing,Suburban,5.1,15.57,Spring,Tue,64,0,3,84
12.53,0,Clothing,Rural,3.94,10.46,Summer,Wed,125,0,15,112
12.27,0,Housewares,Rural,10.5,11.96,Summer,Thu,221,1,46,129
19.38,0,Food,Suburban,9.32,20.56,Winter,Sat,94,0,9,74
10.92,0,Clothing,Rural,2.55,11.08,Winter,Sun,79,0,15,84
11.24,1,Food,Suburban,3.17,11.56,Summer,Mon,113,1,2,220
19.69,0,Electronics,Urban,8.42,20.63,Fall,Tue,119,1,14,131
9.79,0,Food,Suburban,8.57,10.83,Summer,Mon,152,1,44,109
32.05,0,Housewares,Suburban,7.67,30.87,Winter,Sun,104,1,32,0
11.35,0,Food,Urban,8.95,10.8,Winter,Fri,104,0,35,126
8,1,Electronics,Suburban,10.99,6.93,Winter,Wed,121,0,22,177
11.84,0,Electronics,Rural,11.34,11.99,Summer,Sun,95,1,32,121
15.41,0,Electronics,Rural,12.43,13.9,Spring,Tue,104,0,48,101
10.26,1,Food,Suburban,8.59,9.33,Fall,Tue,118,0,44,213
8.27,0,Electronics,Rural,11.5,9.09,Summer,Fri,73,0,29,98
21,0,Housewares,Urban,7.39,20.73,Winter,Fri,86,1,27,104
12.75,0,Food,Suburban,6.23,13.47,Summer,Tue,91,1,25,104
9.61,1,Food,Suburban,9.56,9.6,Summer,Tue,147,0,23,179
12.15,1,Clothing,Suburban,7.48,10.6,Winter,Tue,97,0,26,201
15.57,1,Housewares,Urban,6.86,14.8,Spring,Sun,96,0,23,239
5.91,0,Food,Rural,8.55,5.83,Summer,Sun,97,0,33,88
9.92,1,Clothing,Urban,13.01,11.63,Summer,Wed,105,1,51,234
9.77,0,Clothing,Rural,14.82,9.96,Spring,Sat,174,1,12,125
10.4,1,Clothing,Rural,13.62,10.25,Spring,Thu,94,1,24,208
10.41,1,Food,Urban,8.78,9.77,Summer,Tue,85,1,15,205
17.57,0,Housewares,Suburban,21.38,17.87,Spring,Fri,106,0,27,103
11.21,1,Food,Suburban,2.82,9.39,Spring,Thu,245,1,36,202
14.23,0,Food,Suburban,14.94,14.75,Fall,Sat,142,0,30,120
16.44,1,Clothing,Urban,8.68,17.29,Spring,Sat,139,0,19,249
8.73,0,Electronics,Urban,15.89,8.15,Spring,Sat,158,1,46,124
11.32,0,Food,Urban,17.52,12.98,Fall,Wed,188,0,46,130
10.57,0,Electronics,Rural,15.75,10.83,Spring,Tue,137,0,50,111
17.97,1,Electronics,Urban,5.13,17.02,Winter,Sun,62,1,27,261
11.98,1,Housewares,Urban,8.24,11.39,Fall,Thu,159,0,42,219
15.36,0,Housewares,Suburban,7.32,15.52,Fall,Sun,175,0,24,118
13.29,0,Food,Suburban,12.23,12.21,Summer,Sun,166,0,51,112
11.12,0,Food,Suburban,5.98,11.4,Winter,Mon,90,1,30,121
10.56,0,Electronics,Suburban,15.46,11.22,Summer,Wed,91,1,41,119
13.33,1,Electronics,Suburban,14.12,13.94,Summer,Wed,77,0,33,234
13.47,0,Food,Urban,5.38,14.65,Fall,Fri,95,1,36,135
8.21,0,Food,Suburban,9.86,6.8,Winter,Mon,105,0,33,97
12.6,1,Food,Urban,6.34,13.06,Spring,Wed,137,1,46,237
13.88,0,Clothing,Suburban,6.08,13.68,Fall,Mon,104,0,4,97
10.02,0,Electronics,Urban,7.73,9.41,Spring,Mon,69,0,1,105
10.93,1,Clothing,Rural,5.79,9.35,Spring,Sun,120,0,9,188
13.41,0,Housewares,Suburban,10.69,11.73,Fall,Sun,74,0,31,112
13.91,0,Housewares,Urban,7.34,13.71,Summer,Sun,72,1,6,130
15.3,1,Clothing,Rural,9.01,15.88,Spring,Wed,88,1,45,249
15.21,0,Electronics,Rural,6.67,12.95,Fall,Sat,74,0,3,104
12.03,1,Food,Urban,11.59,12.45,Summer,Wed,136,0,3,197
17.9,0,Food,Suburban,4.66,19.73,Winter,Sun,92,0,47,106
9.54,1,Food,Urban,11.89,9.33,Spring,Fri,130,0,15,202
13.86,0,Housewares,Urban,6.71,16.44,Summer,Mon,151,1,29,139
10.27,0,Food,Urban,16.89,9.6,Winter,Wed,125,1,19,117
11.17,1,Clothing,Suburban,12.3,10.82,Spring,Tue,129,0,40,207
7.35,0,Food,Suburban,8.96,7.15,Spring,Mon,83,1,42,104
12.69,0,Electronics,Rural,8.31,12.58,Spring,Sat,82,0,47,124
6.17,1,Food,Suburban,9.1,8.16,Fall,Tue,120,0,44,164
10.79,1,Food,Urban,11.96,9.03,Summer,Sun,159,1,17,231
8.47,0,Housewares,Suburban,10.13,6.55,Spring,Sun,141,0,30,98
12.13,1,Food,Urban,6.01,14.47,Spring,Sun,182,0,34,223
17.85,1,Electronics,Rural,13.59,15.88,Spring,Wed,155,0,35,251
13.87,0,Clothing,Suburban,11.1,11.57,Summer,Thu,106,0,8,120
11.2,0,Food,Rural,7.26,10.98,Spring,Sat,78,0,10,115
14.18,0,Electronics,Rural,12.29,13.96,Spring,Sat,146,0,20,105
10.62,0,Food,Suburban,15.36,8.7,Fall,Mon,118,0,45,113
9.58,0,Electronics,Urban,6.93,9.25,Fall,Mon,114,0,31,109
10.6,0,Electronics,Urban,5.53,9.87,Winter,Tue,135,0,48,135
12.16,0,Food,Urban,4.63,14.63,Fall,Wed,113,0,13,126
13.87,0,Food,Suburban,20.16,14.13,Fall,Fri,75,0,4,105
9.27,0,Clothing,Urban,4.09,10.4,Fall,Fri,106,1,22,128
11.83,0,Clothing,Suburban,8.98,9.39,Spring,Sun,129,0,50,96
16.1,0,Food,Suburban,6.07,16.72,Fall,Fri,60,1,23,124
11.8,0,Clothing,Urban,10.1,10.39,Winter,Mon,104,0,29,112
13.64,0,Electronics,Suburban,7.9,13.22,Summer,Mon,85,0,34,110
19.22,0,Clothing,Suburban,12.16,20.01,Spring,Wed,129,1,2,110
10.2,0,Clothing,Urban,3.71,11.74,Fall,Sat,168,0,36,110
9.9,0,Food,Suburban,10.94,8.83,Spring,Wed,89,0,26,98
16.38,1,Food,Urban,7.47,16.46,Winter,Tue,85,1,28,246
12.86,0,Food,Suburban,6.92,13.12,Summer,Wed,105,0,35,99
15.96,0,Food,Urban,9.67,14.96,Fall,Wed,73,0,21,107
13.72,0,Housewares,Suburban,10.99,13.63,Winter,Sun,142,0,35,106
9.17,1,Housewares,Rural,7.84,9.35,Fall,Tue,150,0,7,196
11.45,0,Food,Urban,8.4,13.7,Fall,Wed,93,0,6,120
19.03,0,Food,Suburban,8.04,17.67,Summer,Sat,85,1,5,98
8.64,1,Electronics,Urban,7.41,10.22,Fall,Thu,65,1,28,217
13.14,0,Food,Urban,16.18,12.73,Fall,Sun,86,0,10,117
9.67,0,Food,Rural,5.59,9.48,Winter,Fri,90,0,46,100
11.99,0,Clothing,Urban,8.52,12.07,Spring,Sat,137,0,49,116
11.52,0,Housewares,Rural,9.56,13.54,Summer,Sat,65,1,44,132
8.03,0,Housewares,Urban,7.02,8.18,Winter,Wed,109,0,50,103
10.91,0,Housewares,Suburban,4.66,10.36,Winter,Tue,84,0,24,103
11.25,0,Clothing,Rural,6.64,11.38,Spring,Sat,125,0,1,103
10.87,0,Food,Suburban,11.05,11.31,Summer,Thu,109,0,10,110
20.01,0,Food,Rural,8.67,18.49,Winter,Mon,105,1,46,95
17.46,1,Clothing,Suburban,15.92,16.05,Summer,Wed,150,0,29,238
13.37,1,Food,Suburban,10.23,14.73,Winter,Sun,131,0,23,227
10.53,1,Housewares,Suburban,4.17,13.31,Fall,Thu,128,0,33,207
14.7,0,Food,Urban,11.09,14.58,Winter,Thu,159,0,52,96
16.26,0,Clothing,Rural,14.61,16.54,Summer,Sat,61,0,19,103
9.55,0,Food,Rural,11.09,10.14,Fall,Fri,151,1,13,115
14.65,0,Electronics,Suburban,7.02,13.62,Fall,Sun,82,0,39,121
16.1,0,Housewares,Urban,4.76,12.94,Fall,Sun,111,0,31,114
9.87,1,Clothing,Urban,5.37,9.24,Winter,Fri,98,0,50,214
15.97,1,Housewares,Urban,7.83,17.73,Fall,Thu,88,1,28,246
9.01,0,Clothing,Urban,6.99,9.19,Winter,Wed,165,0,48,111
8.36,1,Food,Urban,7.54,9.33,Fall,Thu,72,1,40,200
11.2,0,Housewares,Urban,10.08,10.59,Spring,Mon,143,0,37,112
13.63,1,Electronics,Urban,6.72,14.05,Fall,Thu,118,0,13,236
8.07,0,Food,Suburban,6.54,8.18,Fall,Wed,88,0,19,101
21.53,0,Electronics,Urban,12.34,22.52,Spring,Mon,102,1,47,81
9.44,0,Clothing,Rural,12.54,9.71,Summer,Mon,158,1,23,124
11.9,0,Food,Urban,13.3,12.14,Spring,Sat,74,0,30,104
7.85,0,Food,Rural,6.17,7.87,Summer,Sat,171,0,24,87
10.8,0,Food,Urban,9.6,8.98,Winter,Mon,170,1,45,118
13.38,1,Food,Suburban,7.67,13.59,Summer,Mon,110,0,33,216
12.35,0,Electronics,Urban,9.52,11.24,Spring,Sat,110,0,40,117
11.74,1,Clothing,Suburban,8.24,11.38,Fall,Sat,66,0,12,215
8.94,0,Food,Suburban,8.05,9.82,Winter,Sun,118,1,42,133
10.17,0,Housewares,Suburban,3.89,9.88,Fall,Wed,96,0,24,98
16.1,0,Electronics,Urban,5.76,17.6,Winter,Thu,91,1,7,137
9.96,0,Food,Urban,5.7,9.19,Spring,Fri,105,1,43,120
7.58,1,Electronics,Urban,13.2,5.72,Winter,Thu,210,1,39,207
9,0,Clothing,Rural,4.87,8.62,Spring,Sun,112,0,17,107
9.81,0,Housewares,Suburban,6.95,11.17,Spring,Mon,57,1,46,117
13.98,1,Food,Rural,11.22,12.88,Fall,Fri,97,0,23,216
16.24,0,Food,Urban,6.93,16.95,Winter,Sun,93,0,38,110
15.1,0,Electronics,Suburban,4.93,16.23,Winter,Thu,104,0,39,114
9.56,1,Food,Suburban,12.7,9.91,Spring,Tue,102,1,32,192
8.6,1,Housewares,Suburban,11.91,9.1,Fall,Mon,183,1,31,191
13.88,0,Housewares,Urban,21.84,12.73,Winter,Wed,107,1,21,117
17.83,0,Food,Urban,5.4,19.53,Fall,Thu,100,0,41,117
9.44,0,Food,Rural,7.78,9.84,Winter,Mon,100,1,6,90
10.08,0,Electronics,Suburban,8.76,11.25,Spring,Sun,103,0,49,103
15.03,1,Housewares,Urban,21.24,15,Fall,Fri,101,1,25,250
12.33,1,Electronics,Suburban,8.4,12.81,Fall,Fri,166,0,35,215
12.16,0,Food,Suburban,10.6,12.11,Winter,Wed,120,0,1,104
14.63,0,Food,Suburban,15.98,14.87,Spring,Wed,146,1,52,115
12.48,0,Clothing,Urban,9.48,14.03,Summer,Sat,97,0,27,123
13.16,0,Food,Suburban,9.19,11.61,Winter,Wed,111,1,8,114
9.28,0,Food,Suburban,2.66,8.58,Fall,Thu,122,0,27,97
12.15,0,Clothing,Urban,10.76,13.74,Winter,Fri,112,0,3,122
8.58,1,Housewares,Suburban,7.77,9.06,Spring,Mon,96,0,40,194
10.55,0,Food,Suburban,9.4,9.87,Summer,Sat,50,1,28,111
13.7,0,Electronics,Urban,4.9,12.98,Fall,Tue,142,1,36,132
17.98,0,Housewares,Urban,4.42,17.21,Summer,Wed,105,1,5,92
17.06,0,Electronics,Rural,13.54,16.62,Winter,Sun,86,1,13,121
11.92,0,Clothing,Rural,5.79,12.11,Winter,Sun,106,0,23,103
10.23,1,Food,Suburban,3.32,9.19,Fall,Sun,84,1,29,211
9.29,1,Housewares,Suburban,11.68,9.02,Winter,Sun,171,1,10,196
10.34,0,Clothing,Urban,8,11.07,Winter,Wed,54,0,50,108
16.06,1,Food,Urban,9.42,14.75,Summer,Thu,165,0,15,242
12.31,1,Clothing,Urban,6.9,13.34,Winter,Fri,194,1,36,235
13.92,1,Food,Urban,10.15,15.09,Spring,Wed,129,0,32,219
16.58,1,Clothing,Suburban,10.7,16.75,Spring,Fri,153,0,10,248
19.59,0,Food,Suburban,2.7,21.2,Winter,Mon,132,1,36,95
9.88,0,Food,Rural,15.49,10.03,Fall,Fri,91,1,26,109
14.46,0,Electronics,Urban,8.32,13.42,Winter,Sat,152,1,37,135
12,0,Electronics,Urban,10.68,13.53,Winter,Sun,92,0,50,138
17.92,0,Clothing,Urban,12.71,18.14,Spring,Thu,141,1,26,114
7.84,0,Housewares,Suburban,7.03,12.44,Winter,Wed,104,1,28,134
9.94,0,Clothing,Suburban,9.75,12.14,Winter,Fri,85,0,18,104
18.68,0,Food,Suburban,6.93,19.44,Spring,Thu,118,1,28,93
14.51,1,Housewares,Urban,10.33,12.77,Summer,Tue,100,0,13,220
16.05,0,Food,Urban,11.31,14.49,Fall,Tue,144,0,9,102
10.84,1,Food,Urban,6.63,10.03,Winter,Sat,176,0,17,186
12.73,1,Food,Suburban,11.8,13.74,Summer,Fri,118,0,47,218
11.62,1,Electronics,Urban,7.33,11.07,Spring,Sat,94,0,39,212
12.88,0,Housewares,Suburban,13.7,13.47,Spring,Thu,87,0,3,119
10.89,1,Food,Suburban,7.93,11.63,Fall,Mon,137,1,43,210
11.99,0,Food,Suburban,5.42,12.6,Spring,Tue,103,1,32,115
13.83,1,Clothing,Urban,6.57,14.47,Spring,Mon,120,1,42,260
11.56,1,Food,Suburban,3.81,9.38,Fall,Mon,117,0,38,207
13.79,1,Food,Urban,5,12.12,Spring,Mon,81,0,3,223
10.19,0,Clothing,Urban,7.72,9.66,Spring,Thu,155,0,4,113
9.35,0,Food,Urban,5.9,10.81,Summer,Sat,108,1,44,111
8.99,0,Housewares,Rural,5.21,7.32,Summer,Thu,79,0,38,94
12.06,0,Housewares,Suburban,7.87,12.6,Spring,Fri,79,0,28,117
15.16,1,Housewares,Suburban,10.33,15.48,Winter,Tue,71,1,24,246
10.66,0,Electronics,Rural,13.56,10.61,Fall,Sat,87,0,5,111
10.17,1,Food,Suburban,10.27,10.26,Spring,Wed,158,1,48,192
8.17,0,Housewares,Suburban,7.98,9.03,Spring,Sat,140,0,20,87
8.41,1,Clothing,Suburban,6.31,7.5,Spring,Tue,106,1,3,194
13.85,0,Clothing,Suburban,6.09,14.66,Fall,Thu,150,0,20,114
10.94,0,Clothing,Suburban,5.41,11.45,Fall,Wed,136,1,23,125
13.78,0,Food,Rural,7.54,16.93,Fall,Sat,136,0,17,114
12.23,0,Clothing,Suburban,7.19,11.52,Spring,Fri,139,1,32,119
12.34,1,Food,Suburban,12,11.64,Summer,Sun,108,1,25,222
13.57,0,Food,Suburban,8.34,13.63,Fall,Mon,139,1,17,122
12.16,0,Food,Urban,13.06,11.51,Spring,Sat,112,0,45,108
6.31,0,Food,Suburban,15.93,6.68,Fall,Sun,122,1,24,116
11.08,0,Food,Suburban,4.9,13.65,Spring,Thu,65,0,36,109
10.06,0,Clothing,Urban,3.33,9.68,Summer,Wed,156,0,41,122
7.85,0,Clothing,Suburban,21.06,7.32,Fall,Mon,128,0,9,99
14.75,0,Food,Suburban,6.06,15.15,Winter,Sat,134,1,17,124
12.01,0,Clothing,Urban,11.1,11.03,Winter,Thu,95,0,27,112
14.15,0,Electronics,Urban,13.14,13.04,Spring,Tue,73,1,48,122
15.63,0,Food,Urban,6.45,16.62,Spring,Sat,167,0,6,117
10.98,0,Food,Suburban,8.78,11.29,Summer,Sun,113,0,33,120
10.45,1,Housewares,Suburban,9.65,11.66,Spring,Sat,126,0,8,203
11.72,0,Clothing,Urban,8.71,11.29,Spring,Mon,95,0,26,111
24.28,0,Clothing,Urban,5.55,24.08,Winter,Sun,151,0,37,67
9.49,0,Clothing,Suburban,5.89,9.62,Winter,Mon,172,0,45,102
19.1,0,Food,Rural,8.25,18.6,Summer,Fri,116,1,4,86
14.44,1,Food,Rural,13.3,14.89,Spring,Tue,128,0,45,222
10.65,0,Clothing,Urban,7.48,12.11,Fall,Sun,145,0,3,109
11.72,0,Food,Urban,5.68,12.23,Winter,Tue,83,0,26,127
10.47,0,Food,Suburban,10.25,12.39,Winter,Sat,82,0,11,103
18.24,0,Electronics,Rural,4.65,18.94,Spring,Tue,120,0,23,101
7.08,1,Clothing,Suburban,10.43,8.15,Fall,Sat,80,0,48,171
8.54,0,Food,Urban,11.83,7.95,Summer,Sat,117,0,26,110
14.89,0,Electronics,Rural,9.2,14.7,Summer,Fri,75,0,48,118
7.72,0,Food,Urban,5.37,8.62,Summer,Tue,104,1,22,110
9,0,Food,Urban,9.03,9.56,Winter,Fri,155,0,51,100
7.5,0,Food,Rural,9.11,7.36,Fall,Sun,95,0,19,99
10.51,0,Food,Rural,8.02,10.38,Spring,Sun,160,0,42,105
12.96,1,Housewares,Suburban,10.47,12.27,Spring,Sat,126,0,32,227
7.9,0,Housewares,Suburban,7.5,7.81,Fall,Thu,96,0,2,75
13.96,0,Electronics,Rural,6.19,14.61,Fall,Sun,110,1,31,127
11.16,1,Food,Urban,12.77,11.22,Spring,Sun,82,0,51,201
11.1,1,Electronics,Urban,10.5,12.04,Fall,Mon,54,1,38,220
14.59,1,Food,Rural,4.6,16.21,Summer,Wed,121,0,40,213
13.66,1,Clothing,Rural,9.78,14.22,Fall,Sun,87,1,42,235
11.36,0,Food,Suburban,8.38,9.01,Spring,Sat,139,0,36,111
16.21,0,Clothing,Suburban,4.58,14.18,Winter,Sun,92,1,38,112
12.38,0,Electronics,Urban,12.41,11.52,Winter,Sun,93,1,49,132
11.04,0,Housewares,Suburban,9.12,8.91,Spring,Sat,83,1,38,108
10.2,0,Food,Urban,11.77,9.46,Summer,Tue,63,0,48,115
11.22,1,Food,Urban,11.06,11.01,Winter,Sun,112,0,29,217
12.3,1,Clothing,Urban,11.15,11.76,Winter,Fri,145,0,29,213
15.53,1,Clothing,Urban,6.68,16.52,Summer,Sat,72,0,36,253
11.14,0,Electronics,Suburban,4.34,11.28,Fall,Thu,84,0,31,120
14.73,0,Clothing,Suburban,8.28,12.18,Fall,Sun,82,0,43,98
